topic_num,size,top_words,sample_comments
10,8,"regulation, glass, wine, regulating, government, thousands, big","financially burdensome, potentially resulting in higher product prices for consumers and reduced competitiveness in the market.<br/><br/>Is more regulation really needed to help support this growing industry or harm it? I am a believer that allowing free market forces without tight regulation provides the best platform for successful businesses and communities. Should the government instead focus  ||| The beer, wine, and distilled spirits industry should not need to be so heavily regulated by the government with regards to serving size, calories, allergens, etc. The wine industry especially has been around for thousands of years and we need to not be &quot;helicopter parents&quot; consumers know how many calories are in a glass of wine, in a can of beer, and in a shot glass of spirits Doing thi ||| The beer, wine, and distilled spirits industry should not need to be so heavily regulated by the government with regards to serving size, calories, allergens, etc. The wine industry especially has been around for thousands of years and we need to not be &quot;helicopter parents&quot; consumers know how many calories are in a glass of wine, in a can of beer, and in a shot glass of spirits Doing thi"
11,8,"nonalcoholic, beers, volume, included, evaluated, term, using","content on their labels, indicating that most producers would be amenable to a new nutritional content requirement.<br/><br/>Also worth comment and absent from the TTB proposal is consumer communication about who should avoid non-alcoholic beers (and other non-alcoholic beverages that mirror alcohol). Certain kombucha companies voluntarily include on their label a warning against consumption for p ||| pregnancy, sensitivities), as the fermentation process can yield up to 0.5% alcohol by volume. A similar warning on non-alcoholic beers may be worthwhile. While non-alcoholic beers can be a helpful substitute for some,(5) their alcohol cues may activate craving for full-strength alcohol.(6) A minority of non-alcoholic beer labels I evaluated included the mandated government health warning for alco ||| the term alcohol-free. To ensure consumers receive consistent, clear information that facilitates understanding of different terms, both alcohol by volume percentage and concordant terminology should be required. In fact, as a non-alcoholic beverage researcher, I recently evaluated non-alcoholic beer labels and found that all of the sample evaluated included both alcohol by volume percentage and r"
12,8,"nutritional, approach, european, information, format, requirements, physical","strongly encourage the TTB to adopt a tiered approach to nutritional labeling, including:<br/>- Exemptions or simplified compliance pathways for producers under a defined annual production threshold, similar to the FDA&rsquo;s model for small food manufacturers.<br/>- The option to provide average or representative nutritional values rather than batch-specific data.<br/>- Permission to disclose nu ||| beneficial to allow declaration of the information per 100ml as an alternative to per serving in line with Codex Alimentarius. Such labelling would align with the approach in the European Union and could avoid a specific label for the US and facilitate consumer understanding.<br/><br/>We request that the TTB seriously consider allowing information to be shared online/via QR Code, for nutrients. La ||| As I commented during the listening sessions last year, I am in support of the label requirements. I do think, for aesthetic, cost (larger labels = higher cost), and consistency (in line with European standards) reasons that this information should be able to be linked to via a QR code on the label. I also support the use of a calculator (or some means other than a lab test) for producers to gener"
13,8,"panel, facts, quotserving, typography, will, brbullspan, stylepaddingleft","recognised databases from other countries are acceptable for data.<br/><br/>We express a preference for the title &quot;Serving Facts&quot; rather than &ldquo;Alcohol Facts&rdquo;. This maintains consistency with the current voluntary system.<br/><br/>We urge the TTB to work closely with the FDA on all labelling matters. It is noted that in January, the Food and Drug Administration (FDA) to requir ||| Labelling of energy on pack is consistent with brewers&rsquo; position in Europe regarding transparency. Digital formats would free up physical label space, reduce costs, facilitate multilingual communication, and allow for easier and more frequent updates. <br/><br/>We request that there is full and free access to the TTB analytical testing methods (which currently reference AOAC), additionally p ||| We express a preference for the title &quot;Serving Facts&quot;, which is more specific and relevant to the beverage itself rather than referring broadly to alcohol.<br/><br/>We emphasize the need to allow digital labeling for this information. Digital formats would free up physical label space, reduce costs, facilitate multilingual communication, and allow for easier and more frequent updates.<br"
17,7,"drink, oz, standard, abv, 06, 14, ethanol","standard drink (14 g or 0.6 fl oz of ethanol). <br/><br/>Evidence demonstrates that people who drink alcoholic beverages have significant difficulty using percentage of alcohol by volume and pour size to track their alcohol intake (1). In contrast, people who drink alcoholic beverages are able to effectively track their alcohol use with standard drink labelling (1). <br/><br/>Alcohol Fact Statemen ||| Please require an &ldquo;Alcohol Facts&rdquo; statement on all alcoholic beverage containers that includes information on serving size based on a US standard drink (14 grams or 0.6 fluid oz of ethanol and the equiv of 12 oz 5% ABV beer, 5 oz 12% ABV wine, 1.5 oz 40% ABV liquor), % ABV, and calories. Consumers have a right to know this information. ||| Please include in the &ldquo;Alcohol Facts&rdquo; statement information on serving size based on a US standard drink (14 grams or 0.6 fluid oz of ethanol and the equivlent of 12 oz 5% ABV beer, 5 oz 12% ABV wine, 1.5 oz 40% ABV liquor), % ABV, and calories. <br/><br/>People who drink generally underestimate how much they drink and are not readily able to determine their level of drinking with heal"
21,7,"part, dietary, informationbrsuch, cross, purposes, thebrregulation, responsible","choices and a commitment to understanding the nutritional content of what I consume. After years of struggling with my weight and related health issues, I&rsquo;ve learned firsthand how crucial transparent labeling is in making informed, health-conscious decisions.<br/><br/>Alcohol is often part of our culture, tied to celebrations and social occasions. I do not want to avoid these moments; I simp ||| opposes the proposed Alcohol Facts labelling rule because it is misaligned with historical labelling and consumer trends, imposes substantial economic burdens on producers, and is an impractical use of limited label space.<br/><br/>RATIONALE IN SUPPORT OF REJECTING THE RULE:<br/><br/>1. Consumer confusion has been identified in prior rulemaking and, notably, in this scenario, dietary disclosure la ||| alcohol for nutritional content, and to suggest otherwise may be at cross purposes to regulations that support responsible alcohol consumption. Proscriptions can avoid market deceptions. Absent a documented market failure, dietary labeling mandates violate rules of necessity (APA &sect;706(2)(A). <br/><br/>2. The economic burden of dietary testing and compliance, particularly considering limited e"
20,7,"natural, alcoholic, uniform, beverages, can, want, should","Regarding uniform labeling requirements: should be uniform across beer, wine, and spirit labels.<br/><br/>The following should be required on all labels: Alcohol content, common allergens, artificial or natural colorants (should state what was used), added sweetener (natural or artificial).<br/><br/>The following should NOT be required on labels overseen by the TTB: Calorie and Nutrients<br/><br/> ||| Alcohol being labeled adequately with nutritional facts is deeply important to the consumer&#39;s rights. People deserve to know what they are putting in their bodies. Information such as calories, Carbohydrates, and fats should be on any beverage label. Alcohol is a substance that is psychoactive and can impact health if used incorrectly; therefore, labeling alcoholic beverages is the ethical thi ||| to declare nutrition facts but alcoholic beverages get a pass. I can understand there are individuals who may not wish to know, producers who may want to use that space for the design of a bottle, etc., but these reasons can seem like excuses to continue keeping consumers in the dark. Consumers do not have to look at the information if they do not want to, and producers are creative enough to find"
19,7,"paperwork, industry, imported, producers, 30pxspanwhether, increasing, requirements","alcohol industry might find the enhanced labeling requirements a significant barrier. This could reduce competition in the industry, ultimately disadvantaging consumers who benefit from the competitive pressures that drive quality up and prices down.<br/><br/>5. International Trade Implications: Different countries have varied labeling requirements. The proposed changes could complicate internatio ||| has driven the industry forward.<br/><br/>3. Consumer Overload: While the intent is to inform, there is a risk of overwhelming consumers with too much information, leading to confusion rather than clarity. Consumers benefit from clear, concise, and relevant product information. Overloading labels with detailed data might detract from key information that guides consumer decisions.<br/><br/>4. Mark ||| The proposed changes to alcohol labeling regulations, while well-intentioned in increasing transparency, present several challenges that may inadvertently harm the industry and not deliver the intended benefits to consumers.<br/><br/>1. Increased Costs: The new labeling requirements impose significant financial burdens on producers, especially smaller craft brands. These costs stem from redesignin"
18,7,"tolerance, date, fat, request, period, declared, requirement","minimus&#39; threshold. The TTB Procedure &lsquo;2004-1 Testing of calorie, fat, carbohydrate, and protein content of alcohol beverages; Acceptable tolerance levels&rsquo; already notes that fat is not expected in malt beverages therefore we respectfully request the requirement to include fat on the label of malt beverages to be removed completely.<br/><br/>We feel that in the context of global tr ||| Nutrient tolerances increased and clarified, a 20% tolerance on the declared nutritional values would be reasonable and consistent with industry practices, clarity on the tolerance is welcomed, as is the increase in tolerance for declared alcohol content, especially for smaller brewers.<br/>The proposed option for declaring sugar with the other nutrients should be maintained and adds consistency w ||| will aid consumer choice. TTB proposes a compliance date of 5 years from the date that a final rule is published in the Federal Register. As it is necessary to ensure that companies have sufficient time to prepare for adaptations, we request that the proposed 5-year period not be shortened.<br/><br/>The requirement to label nutrients should be based on a &#39;de minimus&#39; threshold. The TTB Pro"
15,7,"distilled, spirits, scotch, whisky, notice, statements, malt","spiritsEUROPE represents the interests of the European distilled spirits industry. Our members include 31 national associations of spirits producers and 11 leading international companies with a strong base in Europe. The United States is EU spirits&rsquo; first export market in value, with exports worth &euro;2.89 billion in 2024. We would like to thank the TTB for the opportunity provide comment ||| The Scotch Whisky Association (SWA) is grateful for the opportunity to provide comments regarding Docket No. TTB-2025-0002; Notice No. 237 on Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages. The SWA is the Scotch Whisky industry&rsquo;s trade association. We have over 90 member companies, from multinational spirits producers through to small family-run dist ||| and brand owners. Membership accounts for around 97% of the Scotch Whisky industry by production. Any rulemaking in this area is important for the SWA as the United States has long been the Scotch Whisky&rsquo;s biggest market by value, with exports worth &pound;971 million in 2024. In addition, many of our larger members are also investors in the United States. You will find our detailed comments"
14,7,"belgium, new, business, exemption, brbrnew, anticompetitive, tire","New Belgium Brewing Company, Inc. respectfully submits this comment in response to TTB proposed rule published as Notice No. 237 (Docket No. TTB-2025-0002). <br/><br/>New Belgium Brewing is a leading US premium adult beverage company, known for its iconic portfolio and unique approach to business. Founded in a Fort Collins, Colorado basement in 1991, New Belgium has grown into one of the most succ ||| Belgium believes that the practical effects of having a small business exemption would lead to unnecessarily inequitable and anti-competitive results and potentially stifle growth and hiring. <br/><br/>New Belgium and Bell&rsquo;s combined is currently the largest craft beer producer in the US by volume, yet the company only narrowly exceeds the 1,250 employee threshold to be defined as a small br ||| the most successful breweries in the country, expanding into Asheville, North Carolina in 2016, Daleville, Virginia in 2023, and acquired Bell&rsquo;s Brewery in Kalamazoo, Michigan in 2021. New Belgium is known for producing fan-favorite brands including Voodoo Ranger IPA, Fat Tire Ale, Bell&rsquo;s Two Hearted IPA, Oberon Ale, an award-winning wood cellar program, and more. Over the past three d"
16,7,"broader, implications, lessons, normalization, premarket, 30pxspanassess, 30pxspanconduct","the United States, with a history of more than forty years under its former name, the Presidents&rsquo; Forum of the Distilled Spirits Industry. Our members share TTB&rsquo;s commitment to providing consumers with accurate, meaningful information, particularly regarding alcohol content and allergens, while ensuring that any regulatory changes are designed to avoid consumer confusion, unnecessary c ||| on decades of industry experience, consumer research, and lessons from both U.S. and foreign regulatory frameworks, ADSA emphasizes three principles in these comments: the need for flexibility in disclosure methods, including QR codes and digital tools; the importance of avoiding ingredient disclosures that do not accurately reflect the composition of distilled spirits; and the value of collaborat ||| and processing techniques&mdash;risks further obscuring the true content of alcohol products from consumers. Transparency and clarity are essential for consumers to make informed decisions about their health. If new ingredients or processes are allowed, there must be strict labeling and disclosure requirements to ensure that consumers are not misled or unknowingly exposed to compounds that could p"
27,6,"laboratory, analysis, whether, domestic, bureaursquos, comments, my","market dominated by large brands. <br/><br/>That being said, the proposed regulations are vague on many of the details of the labeling implementation, including:<br/>&bull;<span style='padding-left: 30px'></span>how the values in the Alcohol Facts panel will be determined; and if laboratory analysis is mandatory, whether laboratory analysis must be done on domestic or foreign soil,<br/>&bull;<span ||| technical guidance materials, including sample label formats and FAQs. These resources would help ensure that the final rule is not only effective, but also achievable.<br/><br/>Conclusion<br/>We support the TTB&rsquo;s goal of creating a more transparent and consumer-friendly labeling system across all alcohol categories. At the same time, we believe it is essential to preserve the diversity and  ||| Dear TTB Administrator,<br/><br/>I am writing to express my strong support for the proposed rules requiring standardized nutrition and ingredient labeling on alcoholic beverages (Docket Nos. TTB&ndash;2025&ndash;0002 and TTB&ndash;2025&ndash;0003).<br/><br/>This issue is especially meaningful to me on a personal level. Over the past three years, I have undergone a major transformation in my health"
32,6,"attached, see, pdf, comment, please, , ",See Attached ||| See Attached ||| See Attached
31,6,"cider, these, agricultural, changes, ciders, kegs, skubrbrimplementation","operations to regional brands selling across multiple states. While our members vary in size and structure, they are unified by their commitment to transparency, craftsmanship, and agricultural tradition.<br/><br/>We support the Alcohol and Tobacco Tax and Trade Bureau&rsquo;s (TTB) goal of modernizing beverage alcohol labeling to ensure consumers have clear, consistent access to information about ||| urge the TTB to consider the operational impact of these changes on small and agricultural-based producers&mdash;particularly those in the cider sector.<br/><br/>Nutritional Labeling Requirements<br/>The proposed nutritional labeling requirement presents one of the most significant challenges for small cideries&mdash;many of which are closely tied to local agriculture and farm-based production. Ci ||| and logistical burden of compliance could significantly affect the smallest and most innovative segments of the cider industry&mdash;many of which are rooted in agriculture and depend on flexibility to highlight the diversity of fruit from year to year.<br/><br/>Label Flexibility for Small-Batch and Direct-to-Consumer Products<br/>Innovation is a hallmark of the craft cider movement. Many of our m"
30,6,"ranging, decisionsbrbrthe, documented, container, alcohol, dark, comprehensive","conflict with the comprehensive labeling framework (27 CFR 4.32&mdash;4.39). Additional label information would unintentionally increase container sizes.<br/><br/>4. Alcohol consumption is declining significantly among Gen Z. Regulatory cues that accentuate limited dietary benefits would reinforce avoidance behaviors, shift comparison to dietary content of non-alcoholic alternatives, diminish the  ||| their ability to make informed decisions.<br/><br/>The public health consequences of excessive alcohol consumption are well documented, ranging from motor vehicle accidents and injuries to chronic conditions such as liver disease, cardiovascular disease, and multiple types of cancer. Additionally, alcohol is calorie-dense and contributes significantly to daily energy intake&mdash;on average, 9% of ||| informed choices that support their health and safety.<br/><br/>Alcohol is one of the few consumer products ingested orally that is not currently subject to standardized, comprehensive labeling requirements. Unlike packaged foods and non-alcoholic beverages, alcoholic products are not required to list basic information such as calories, ingredients, allergens, or nutrients. This lack of labeling l"
29,6,"barriers, protection, access, false, adopt, consumer, lead","diversity of products available domestically and abroad.<br/><br/>In conclusion, while consumer protection and product transparency are crucial, the proposed labeling changes may lead to higher prices, reduced innovation, consumer confusion, greater barriers to market entry, and complications in international trade. It is essential to find a balance that promotes transparency and consumer protecti ||| a webpage), as this would place a barrier between consumers and this vital information and specifically disadvantage populations that are less able to utilize smart phones or similar technology (e.g., those who are older, lower income, or living rurally or on tribal land).<br/>In order to provide consumers with access to this long-overdue, basic information, TTB should adopt a shorter compliance p ||| the labeling into a marketing ploy. Regulations shouldn&#39;t be a strategic profitability strategy for big businesses but a form of accountability for their delivery of goods and services that is attainable for all without jeopardizing a favorable market. We as a country need to make sure that political and capitalistic motivations are not being pushed in the name of democracy, and broad laws giv"
28,6,"enquiry, submitted, behalf, comprehend, tbt, wto, foreign","The attached comments are submitted by the USA WTO TBT Enquiry Point on behalf of the WTO TBT Enquiry Point of Japan. ||| code would enable us to update information and align with EU labeling protocols. We are thankful for the TTB&rsquo;s implementation of a five-year period, which will save time and money in the long run. Despite the potential cost savings, the new labeling requirement would impose a minimum expense of $818,260 on our company. Thus, this proposed regulation would still present challenges for small i ||| challenges for small importers and producers. Many small foreign producers struggle to comprehend US regulations and requirements, making it difficult to communicate them accurately and precisely to their production partners. This could lead to numerous errors in attempts at compliance, resulting in lost time and resources. We estimate that fulfilling the proposed regulations will increase product"
26,6,"clutter, text, code, qr, up, wineriesrsquo, somewhere","I don&#39;t think this should have to be required on all wine labels but if this info becomes required, I would propose that a small QR code be included on the label instead of having to clutter up labels with all the ugly text! What makes picking wine fun sometimes is picking the wine with prettiest label artwork. ||| allow it to be provided via a QR code or listed somewhere on wineries&rsquo; website instead of having to clutter up labels with all that additional text. Also as a small winery, it will be very difficult and time consuming to get all that info for each wine&hellip; ||| We do not want to have to include those facts on our wine labels because there&rsquo;s already not a lot of room on labels, and those facts will clutter them up and take alway from the look and feel that people gravitate towards. If those facts need to be required or accessible to people, I strongly suggest that the TTB allow it to be provided via a QR code or listed somewhere on wineries&rsquo; w"
25,6,"testing, costly, georgia, wine, 237, like, proposal","Dear Administrator,<br/><br/>On behalf of the Georgia Wine Producers, representing 143 member wineries across Georgia, we respectfully submit this letter in opposition to TTB Notice No. 237, proposing mandatory &ldquo;Alcohol Facts&rdquo; nutritional labeling on all alcoholic beverages regulated by TTB.<br/><br/>While we recognize TTB&rsquo;s intent to enhance consumer transparency, this proposal  ||| Cox Vineyards in Adairsville Georgia, would like to express opposition to Proposal 237. This proposal for adding nutritional information to wine labels is not only unnecessary but very costly. Wine labels already are required to state major food allergens ( sulfites ) and alcohol content ( abv% ). The addition of calorie and nutrients per serving are unnecessary information, and the approved TTB t ||| To whom it may concern,<br/><br/>I&rsquo;m writing as the owner of Cairn View Winery to share my concerns about the proposed TTB&rsquo;s rule, Notice No. 237 and No. 238, which would require new &ldquo;Alcohol Facts&rdquo; labels on wine bottles.<br/><br/>While I support educating consumers, this rule would create serious financial challenges for myself and all the other small boutique wineries in"
24,6,"comment, trade, ceev, vins, des, please, wine","Please, find enclosed comments on behalf of the F&eacute;d&eacute;ration des Exportateurs de Vins &amp; Spiritueux de France (FEVS) ||| CEEV contribution to TTB&#39;s consultation on Notice No. 237 - Alcohol Facts Statements in the Labeling of Wines, Distilled Spirits, and Malt Beverages<br/>Comit&eacute; Europ&eacute;en des Entreprises Vins (CEEV) represents the wine companies in the industry and trade in the <br/>European Union. Its members produce and market the vast majority of quality European wines, with and without <br/>a g ||| FIVS is the international federation for the global wine and associated sectors, advocating for an operating environment free from unnecessary and distortive trade barriers. Our membership comprises 50 leading wine companies and trade associations from 19 countries, collectively accounting for more than 85% of global wine production.<br/><br/>FIVS appreciates the opportunity to comment on the Alco"
23,6,"stylepaddingleft, jj, traffic, 30pxspanbowdring, ma, prochaska, alcoholimpaireddriving","can explain challenges in managing other health conditions including hypertension, atrial fibrillation, diabetes, and recurrent lung infections.<br/>https://www.niaaa.nih.gov/health-professionals-communities/core-resource-on-alcohol/medical-complications-common-alcohol-related-concerns<br/><br/>The following is an example of the societal risks associated with drunk driving from DOT:<br/>In 2022 th ||| of health risks from the NIAAA:<br/>Alcohol is a leading cause of morbidity and mortality, with harms related to both acute and chronic effects of alcohol contributing to about 4.3 million emergency department visits and more than 178,000 deaths in the U.S. each year.<br/>There are health risks even at low levels of alcohol consumption, including certain cancers and cardiovascular risks, regardles ||| of the beverage type.<br/>Alcohol is a carcinogen associated with cancer of the oral cavity, pharynx, larynx, esophagus, colon, rectum, liver, and female breast, with breast cancer risk rising with less than one drink per day.<br/>Many organs and body systems are impacted by alcohol use&mdash;not just the liver, but also the brain, gut, pancreas, lungs, cardiovascular system, immune system, and mo"
22,6,"ndash, wineries, could, quotalcohol, disadvantages, differs, wineriesbrbrcompetitive","a standard serving size that differs from industry norms, it could create confusion for both consumers and wineries.<br/><br/>Competitive Disadvantages &ndash; Large producers have the infrastructure to comply with these requirements efficiently, while small wineries may struggle with additional administrative and financial burdens, making it harder to compete.<br/><br/>Proposed Alternative<br/><b ||| Potential Impact on Small Wineries &amp; Proposed Alternative<br/>The proposed rule requiring an &quot;Alcohol Facts&quot; statement with per-serving alcohol, calorie, and nutrient content could pose significant challenges for small wineries.<br/><br/>Key Concerns for Small Wineries<br/><br/>Increased Compliance Costs &ndash; Small wineries may need to conduct lab testing for calorie, carbohydrate ||| filings.<br/><br/>Labeling &amp; Packaging Costs &ndash; Updating labels to include an &quot;Alcohol Facts&quot; panel requires reformatting existing designs, which could be costly, especially for wineries producing small-batch wines. Additional label printing and regulatory approval processes could strain resources.<br/><br/>Serving Size Ambiguities &ndash; The rule aims to establish &ldquo;appro"
